"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.150746629E1,-1.687126160E0,1.816358566E1,-1.330126953E1,2.257622665E1
1.151747629E1,-1.694999695E0,1.789366722E1,-1.326913452E1,2.234113429E1
1.152748629E1,-1.694999695E0,1.789366722E1,-1.326913452E1,2.234113429E1
1.153749529E1,-1.765464783E0,1.809450531E1,-1.326522827E1,2.250542755E1
1.154750529E1,-1.765464783E0,1.809450531E1,-1.326522827E1,2.250542755E1
1.155751529E1,-1.368186951E0,1.801633835E1,-1.322781372E1,2.239275416E1
1.156752529E1,-1.368186951E0,1.801633835E1,-1.322781372E1,2.239275416E1
1.157753429E1,-1.707420349E0,1.809354019E1,-1.369854736E1,2.275833212E1
1.158754429E1,-1.707420349E0,1.809354019E1,-1.369854736E1,2.275833212E1
1.159755429E1,-1.750358582E0,1.799656487E1,-1.344772339E1,2.253400467E1
1.160756429E1,-1.750358582E0,1.799656487E1,-1.344772339E1,2.253400467E1
1.161757429E1,-1.912879944E0,1.832158661E1,-1.338095093E1,2.276816842E1
1.162758329E1,-1.912879944E0,1.832158661E1,-1.338095093E1,2.276816842E1
1.163759329E1,-1.938247681E0,1.802866745E1,-1.319244385E1,2.242387631E1
1.164760329E1,-1.938247681E0,1.802866745E1,-1.319244385E1,2.242387631E1
1.165761329E1,-1.670478821E0,1.792181778E1,-1.335296631E1,2.241168805E1
1.166762229E1,-1.670478821E0,1.792181778E1,-1.335296631E1,2.241168805E1
1.167760229E1,-1.718772888E0,1.808370590E1,-1.348858643E1,2.262557321E1
1.168761129E1,-1.718772888E0,1.808370590E1,-1.348858643E1,2.262557321E1
1.169762129E1,-1.656028748E0,1.816933060E1,-1.351422119E1,2.270465106E1
1.170763129E1,-1.656028748E0,1.816933060E1,-1.351422119E1,2.270465106E1
1.171764129E1,-1.724670410E0,1.802064514E1,-1.342565918E1,2.253811136E1
1.172765029E1,-1.724670410E0,1.802064514E1,-1.342565918E1,2.253811136E1
1.173766029E1,-1.789550781E0,1.805592728E1,-1.328738403E1,2.248941031E1
1.174767029E1,-1.789550781E0,1.805592728E1,-1.328738403E1,2.248941031E1
1.175768029E1,-1.630485535E0,1.805643654E1,-1.324932861E1,2.245524643E1
1.176769029E1,-1.630485535E0,1.805643654E1,-1.324932861E1,2.245524643E1
1.177769929E1,-1.550231934E0,1.812694740E1,-1.330737305E1,2.254053279E1
1.178770929E1,-1.550231934E0,1.812694740E1,-1.330737305E1,2.254053279E1
1.179771929E1,3.390235901E0,3.058034515E1,-9.502746582E0,3.220176085E1
1.180772929E1,3.390235901E0,3.058034515E1,-9.502746582E0,3.220176085E1
1.181773829E1,3.786720276E0,3.179898834E1,-9.283874512E0,3.334224402E1
1.182774829E1,3.786720276E0,3.179898834E1,-9.283874512E0,3.334224402E1
1.183775829E1,3.812217712E0,3.182072067E1,-9.347686768E0,3.338368637E1
1.184776829E1,3.803901672E0,3.191013718E1,-9.235504150E0,3.343682191E1
1.185777729E1,3.803901672E0,3.191013718E1,-9.235504150E0,3.343682191E1
1.186778729E1,3.451538086E0,3.178285217E1,-9.066406250E0,3.323044582E1
1.187779729E1,3.451538086E0,3.178285217E1,-9.066406250E0,3.323044582E1
1.188777629E1,3.600090027E0,3.151416016E1,-9.132781982E0,3.300773614E1
1.189778629E1,3.600090027E0,3.151416016E1,-9.132781982E0,3.300773614E1
1.190779629E1,3.735267639E0,3.159624481E1,-9.232299805E0,3.312869255E1
1.191780529E1,3.735267639E0,3.159624481E1,-9.232299805E0,3.312869255E1
1.192781529E1,3.745918274E0,3.166845703E1,-9.341278076E0,3.322924240E1
1.193782529E1,3.745918274E0,3.166845703E1,-9.341278076E0,3.322924240E1
1.194783529E1,3.497169495E0,3.174209213E1,-9.274230957E0,3.325360082E1
1.195784529E1,3.497169495E0,3.174209213E1,-9.274230957E0,3.325360082E1
1.196785429E1,3.425117493E0,3.193124771E1,-8.911346436E0,3.332788780E1
1.197786429E1,3.425117493E0,3.193124771E1,-8.911346436E0,3.332788780E1
1.198787429E1,3.308235168E0,3.181798172E1,-9.101593018E0,3.325909464E1
1.199788429E1,3.308235168E0,3.181798172E1,-9.101593018E0,3.325909464E1
1.200789329E1,3.590034485E0,3.160017776E1,-9.018341064E0,3.305737524E1
1.201790329E1,3.590034485E0,3.160017776E1,-9.018341064E0,3.305737524E1
1.202791329E1,3.489212036E0,3.174543762E1,-9.247131348E0,3.324841122E1
1.203792329E1,3.489212036E0,3.174543762E1,-9.247131348E0,3.324841122E1
1.204793229E1,3.538055420E0,3.171819687E1,-9.229492188E0,3.322266357E1
1.205794229E1,3.538055420E0,3.171819687E1,-9.229492188E0,3.322266357E1
1.206795229E1,3.387573242E0,3.180212784E1,-9.080291748E0,3.324609279E1
1.207796229E1,3.387573242E0,3.180212784E1,-9.080291748E0,3.324609279E1
1.208797229E1,3.310325623E0,3.212722778E1,-9.038024902E0,3.353808156E1
1.209795129E1,3.310325623E0,3.212722778E1,-9.038024902E0,3.353808156E1
1.210796129E1,3.470542908E0,3.161911011E1,-9.319732666E0,3.314619449E1
1.211797029E1,3.470542908E0,3.161911011E1,-9.319732666E0,3.314619449E1
1.212798029E1,3.515029907E0,3.136110306E1,-9.232757568E0,3.288035937E1
1.213799029E1,3.515029907E0,3.136110306E1,-9.232757568E0,3.288035937E1
1.214800029E1,3.587242126E0,3.147566986E1,-9.289947510E0,3.301347034E1
1.215800929E1,3.587242126E0,3.147566986E1,-9.289947510E0,3.301347034E1
1.216801929E1,3.462112427E0,3.169101715E1,-9.158355713E0,3.316899561E1
1.217802929E1,3.326095581E0,3.163916779E1,-9.288146973E0,3.314165844E1
1.218803929E1,3.326095581E0,3.163916779E1,-9.288146973E0,3.314165844E1
1.219804829E1,3.454269409E0,3.193445206E1,-9.186279297E0,3.340851587E1
1.220806354E1,3.454269409E0,3.193445206E1,-9.186279297E0,3.340851587E1
1.221807354E1,3.402908325E0,3.179988480E1,-9.037841797E0,3.323394413E1
1.222808354E1,3.402908325E0,3.179988480E1,-9.037841797E0,3.323394413E1
1.223809254E1,3.428581238E0,3.174508286E1,-9.049743652E0,3.318739693E1
1.224810254E1,3.428581238E0,3.174508286E1,-9.049743652E0,3.318739693E1
1.225811254E1,3.719490051E0,3.172544098E1,-9.018890381E0,3.319154403E1
1.226812254E1,3.719490051E0,3.172544098E1,-9.018890381E0,3.319154403E1
1.227813254E1,3.493927002E0,3.197951508E1,-9.251312256E0,3.347362677E1
1.228814154E1,3.493927002E0,3.197951508E1,-9.251312256E0,3.347362677E1
1.229815154E1,3.385940552E0,3.177515411E1,-9.246795654E0,3.326602234E1
1.230813054E1,3.385940552E0,3.177515411E1,-9.246795654E0,3.326602234E1
1.231814054E1,3.228294373E0,3.199682617E1,-9.141571045E0,3.343332306E1
1.232815054E1,3.228294373E0,3.199682617E1,-9.141571045E0,3.343332306E1
1.233816054E1,3.536972046E0,3.184811401E1,-9.065093994E0,3.330147844E1
1.234816954E1,3.536972046E0,3.184811401E1,-9.065093994E0,3.330147844E1
1.235817954E1,3.440063477E0,3.177238083E1,-9.221557617E0,3.326192035E1
1.236818954E1,3.440063477E0,3.177238083E1,-9.221557617E0,3.326192035E1
1.237819954E1,3.337905884E0,3.198491287E1,-9.130950928E0,3.342978510E1
1.238820854E1,3.337905884E0,3.198491287E1,-9.130950928E0,3.342978510E1
1.239821854E1,3.333152771E0,3.206320572E1,-9.212463379E0,3.352653501E1
1.240822854E1,3.333152771E0,3.206320572E1,-9.212463379E0,3.352653501E1
1.241823854E1,3.420463562E0,3.210888672E1,-9.125610352E0,3.355528187E1
1.242824854E1,3.420463562E0,3.210888672E1,-9.125610352E0,3.355528187E1
1.243825754E1,3.420585632E0,3.211890793E1,-9.172882080E0,3.357776673E1
1.244826754E1,3.420585632E0,3.211890793E1,-9.172882080E0,3.357776673E1
1.245827754E1,3.411041260E0,3.179257965E1,-9.106018066E0,3.324639662E1
1.246828754E1,3.411041260E0,3.179257965E1,-9.106018066E0,3.324639662E1
1.247829654E1,3.455146790E0,3.162549591E1,-9.026794434E0,3.306951842E1
1.248830654E1,3.455146790E0,3.162549591E1,-9.026794434E0,3.306951842E1
1.249831654E1,3.655784607E0,3.164533615E1,-9.122070312E0,3.313614685E1
1.250832654E1,3.655784607E0,3.164533615E1,-9.122070312E0,3.313614685E1
1.251833554E1,3.646118164E0,3.205413818E1,-9.158813477E0,3.353573939E1
1.252831554E1,3.416381836E0,3.205974197E1,-9.095642090E0,3.349969291E1
1.253832454E1,3.416381836E0,3.205974197E1,-9.095642090E0,3.349969291E1
1.254833454E1,3.268386841E0,3.186820984E1,-8.992156982E0,3.327347349E1
1.255834454E1,3.268386841E0,3.186820984E1,-8.992156982E0,3.327347349E1
1.256835454E1,3.622299194E0,3.172461700E1,-8.881347656E0,3.314288327E1
1.257836354E1,3.622299194E0,3.172461700E1,-8.881347656E0,3.314288327E1
1.258837354E1,3.648529053E0,3.181120682E1,-9.134857178E0,3.329730108E1
1.259838354E1,3.648529053E0,3.181120682E1,-9.134857178E0,3.329730108E1
1.260839354E1,-9.006652832E-1,1.913660622E1,-1.305551147E1,2.318334047E1
1.261840354E1,-9.006652832E-1,1.913660622E1,-1.305551147E1,2.318334047E1
1.262841254E1,-1.627517700E0,1.830121422E1,-1.340246582E1,2.274223704E1
1.263842254E1,-1.627517700E0,1.830121422E1,-1.340246582E1,2.274223704E1
1.264843254E1,-1.674987793E0,1.803654861E1,-1.339010620E1,2.252593204E1
1.265844254E1,-1.674987793E0,1.803654861E1,-1.339010620E1,2.252593204E1
1.266845154E1,-1.653671265E0,1.798951912E1,-1.328494263E1,2.242425311E1
1.267846154E1,-1.653671265E0,1.798951912E1,-1.328494263E1,2.242425311E1
1.268847154E1,-1.462440491E0,1.776338959E1,-1.341516113E1,2.230791990E1
1.269848154E1,-1.462440491E0,1.776338959E1,-1.341516113E1,2.230791990E1
1.270849054E1,-1.526092529E0,1.800622940E1,-1.336343384E1,2.247520010E1
1.271850054E1,-1.526092529E0,1.800622940E1,-1.336343384E1,2.247520010E1
1.272851054E1,-1.506538391E0,1.775358009E1,-1.344897461E1,2.232339988E1
1.273848954E1,-1.506538391E0,1.775358009E1,-1.344897461E1,2.232339988E1
1.274849954E1,-1.692314148E0,1.777359200E1,-1.364828491E1,2.247309904E1
1.275850954E1,-1.692314148E0,1.777359200E1,-1.364828491E1,2.247309904E1
1.276851954E1,-1.732223511E0,1.792208481E1,-1.353396606E1,2.252487424E1
1.277852854E1,-1.732223511E0,1.792208481E1,-1.353396606E1,2.252487424E1
1.278853854E1,-1.877647400E0,1.816463470E1,-1.328912354E1,2.258495778E1
1.279854854E1,-1.877647400E0,1.816463470E1,-1.328912354E1,2.258495778E1
1.280855854E1,-1.721412659E0,1.791852570E1,-1.327459717E1,2.236630847E1
1.281856754E1,-1.721412659E0,1.791852570E1,-1.327459717E1,2.236630847E1
1.282857754E1,-1.909194946E0,1.796895218E1,-1.334649658E1,2.246457742E1
1.283858754E1,-1.909194946E0,1.796895218E1,-1.334649658E1,2.246457742E1
1.284859754E1,-1.749946594E0,1.796651840E1,-1.337551880E1,2.246692235E1
1.285860654E1,-1.749946594E0,1.796651840E1,-1.337551880E1,2.246692235E1
1.286861654E1,-1.736534119E0,1.811161804E1,-1.368560791E1,2.276712812E1
1.287862654E1,5.533599854E-2,2.282891083E1,-1.199710083E1,2.578939045E1
1.288863654E1,5.533599854E-2,2.282891083E1,-1.199710083E1,2.578939045E1
1.289864554E1,4.830169678E-2,2.313979721E1,-1.173086548E1,2.594351080E1
1.290865554E1,4.830169678E-2,2.313979721E1,-1.173086548E1,2.594351080E1
1.291866554E1,1.731872559E-1,2.289112473E1,-1.171768188E1,2.571648603E1
1.292867554E1,1.731872559E-1,2.289112473E1,-1.171768188E1,2.571648603E1
1.293868554E1,1.792755127E-1,2.286342239E1,-1.179199219E1,2.572584893E1
1.294866454E1,1.792755127E-1,2.286342239E1,-1.179199219E1,2.572584893E1
1.295867454E1,3.915328979E-1,2.293574142E1,-1.183496094E1,2.581216444E1
1.296868354E1,3.915328979E-1,2.293574142E1,-1.183496094E1,2.581216444E1
1.297869354E1,2.444000244E-1,2.323604965E1,-1.194287109E1,2.612672779E1
1.298870354E1,2.444000244E-1,2.323604965E1,-1.194287109E1,2.612672779E1
1.299871354E1,1.832427979E-1,2.333301926E1,-1.172653198E1,2.611464949E1
1.300872254E1,1.832427979E-1,2.333301926E1,-1.172653198E1,2.611464949E1
1.301873254E1,2.077560425E-1,2.329106903E1,-1.174584961E1,2.608605072E1
1.302874254E1,2.077560425E-1,2.329106903E1,-1.174584961E1,2.608605072E1
1.303875254E1,2.081222534E-1,2.285057068E1,-1.169375610E1,2.566974536E1
1.304876154E1,2.081222534E-1,2.285057068E1,-1.169375610E1,2.566974536E1
1.305877154E1,3.424148560E-1,2.295119476E1,-1.178146362E1,2.580072623E1
1.306878154E1,3.424148560E-1,2.295119476E1,-1.178146362E1,2.580072623E1
1.307879154E1,1.388931274E-1,2.290707016E1,-1.172692871E1,2.573468499E1
1.308880054E1,1.388931274E-1,2.290707016E1,-1.172692871E1,2.573468499E1
1.309881054E1,1.563491821E-1,2.330951309E1,-1.189926147E1,2.617155458E1
1.310882054E1,1.563491821E-1,2.330951309E1,-1.189926147E1,2.617155458E1
1.311883054E1,1.619567871E-1,2.320245743E1,-1.193844604E1,2.609419006E1
1.312884054E1,1.619567871E-1,2.320245743E1,-1.193844604E1,2.609419006E1
1.313884954E1,3.924560547E-2,2.337386322E1,-1.188171387E1,2.622049097E1
1.314885954E1,3.924560547E-2,2.337386322E1,-1.188171387E1,2.622049097E1
1.315883854E1,-1.578575134E0,1.833896255E1,-1.331765747E1,2.271936283E1
1.316884854E1,-1.578575134E0,1.833896255E1,-1.331765747E1,2.271936283E1
1.317885854E1,-1.866714478E0,1.790872574E1,-1.339456177E1,2.244150987E1
1.318886854E1,-1.866714478E0,1.790872574E1,-1.339456177E1,2.244150987E1
1.319887754E1,-1.743377686E0,1.777112579E1,-1.344046021E1,2.234945745E1
1.320887804E1,-1.770286560E0,1.806525040E1,-1.364276123E1,2.270709405E1
1.321888804E1,-1.770286560E0,1.806525040E1,-1.364276123E1,2.270709405E1
1.322889804E1,-1.779426575E0,1.805307770E1,-1.339517212E1,2.255017981E1
1.323890704E1,-1.779426575E0,1.805307770E1,-1.339517212E1,2.255017981E1
1.324891704E1,-1.881141663E0,1.805225945E1,-1.338140869E1,2.254960895E1
1.325892704E1,-1.881141663E0,1.805225945E1,-1.338140869E1,2.254960895E1
1.326893704E1,-1.818199158E0,1.762723541E1,-1.346102905E1,2.225364194E1
1.327894704E1,-1.818199158E0,1.762723541E1,-1.346102905E1,2.225364194E1
1.328895604E1,-1.870918274E0,1.777299881E1,-1.332968140E1,2.229484757E1
1.329896604E1,-1.870918274E0,1.777299881E1,-1.332968140E1,2.229484757E1
1.330897604E1,-1.787033081E0,1.781113625E1,-1.348260498E1,2.241005798E1
1.331898604E1,-1.787033081E0,1.781113625E1,-1.348260498E1,2.241005798E1
1.332899504E1,-1.618347168E0,1.791270065E1,-1.333090210E1,2.238742600E1
1.333900504E1,-1.618347168E0,1.791270065E1,-1.333090210E1,2.238742600E1
1.334901504E1,-1.732719421E0,1.784386444E1,-1.341943359E1,2.239390571E1
1.335902504E1,-1.732719421E0,1.784386444E1,-1.341943359E1,2.239390571E1
1.336900404E1,-1.849517822E0,1.785394859E1,-1.330859375E1,2.234508591E1
1.337901404E1,-1.849517822E0,1.785394859E1,-1.330859375E1,2.234508591E1
1.338902304E1,-1.586593628E0,1.763765717E1,-1.319039917E1,2.208145964E1
1.339903304E1,-1.586593628E0,1.763765717E1,-1.319039917E1,2.208145964E1
1.340904304E1,-1.740386963E0,1.782444000E1,-1.334622192E1,2.233520199E1
1.341905304E1,-1.740386963E0,1.782444000E1,-1.334622192E1,2.233520199E1
1.342906204E1,1.847793579E0,2.686647415E1,-1.078265381E1,2.900840219E1
1.343907204E1,1.847793579E0,2.686647415E1,-1.078265381E1,2.900840219E1
1.344908204E1,2.055717468E0,2.764937210E1,-1.048187256E1,2.964090761E1
1.345909204E1,2.055717468E0,2.764937210E1,-1.048187256E1,2.964090761E1
1.346910204E1,2.072662354E0,2.798354340E1,-1.042205811E1,2.993315762E1
1.347911104E1,2.072662354E0,2.798354340E1,-1.042205811E1,2.993315762E1
1.348912104E1,1.758674622E0,2.823548508E1,-1.022216797E1,3.008036356E1
1.349913104E1,1.758674622E0,2.823548508E1,-1.022216797E1,3.008036356E1
1.350914104E1,1.776809692E0,2.778766251E1,-1.019534302E1,2.965225555E1
1.351915004E1,1.776809692E0,2.778766251E1,-1.019534302E1,2.965225555E1
1.352916004E1,1.991355896E0,2.772218704E1,-1.023452759E1,2.961808076E1
1.353917004E1,1.991355896E0,2.772218704E1,-1.023452759E1,2.961808076E1
1.354918004E1,2.045410156E0,2.791225052E1,-1.042578125E1,2.986593957E1
1.355918904E1,1.890434265E0,2.809548187E1,-1.044943237E1,3.003532055E1
1.356919904E1,1.890434265E0,2.809548187E1,-1.044943237E1,3.003532055E1
1.357917804E1,1.920707703E0,2.805739975E1,-1.044281006E1,2.999931800E1
1.358918804E1,1.920707703E0,2.805739975E1,-1.044281006E1,2.999931800E1
1.359919804E1,1.983604431E0,2.793387604E1,-1.033996582E1,2.985215252E1
1.360920804E1,1.983604431E0,2.793387604E1,-1.033996582E1,2.985215252E1
1.361921804E1,1.922294617E0,2.801857758E1,-1.019003296E1,2.987595484E1
1.362922704E1,1.922294617E0,2.801857758E1,-1.019003296E1,2.987595484E1
1.363923704E1,1.880989075E0,2.773140717E1,-1.021981812E1,2.961441787E1
1.364924704E1,1.880989075E0,2.773140717E1,-1.021981812E1,2.961441787E1
1.365925704E1,2.153442383E0,2.790328979E1,-1.038418579E1,2.985066515E1
1.366926604E1,2.153442383E0,2.790328979E1,-1.038418579E1,2.985066515E1
1.367927604E1,2.069526672E0,2.823611069E1,-1.037878418E1,3.015427082E1
1.368928604E1,2.069526672E0,2.823611069E1,-1.037878418E1,3.015427082E1
1.369929604E1,-1.578346252E0,1.902901459E1,-1.298095703E1,2.308895447E1
1.370930504E1,-1.578346252E0,1.902901459E1,-1.298095703E1,2.308895447E1
1.371931504E1,-1.692848206E0,1.805044937E1,-1.326754761E1,2.246580239E1
1.372932504E1,-1.692848206E0,1.805044937E1,-1.326754761E1,2.246580239E1
1.373933504E1,-1.673805237E0,1.775157547E1,-1.327688599E1,2.223051410E1
1.374934404E1,-1.673805237E0,1.775157547E1,-1.327688599E1,2.223051410E1
1.375935404E1,-1.823425293E0,1.789559555E1,-1.329037476E1,2.236540366E1
1.376936404E1,-1.823425293E0,1.789559555E1,-1.329037476E1,2.236540366E1
1.377937404E1,-1.473518372E0,1.778794289E1,-1.333850098E1,2.228223007E1
1.378935304E1,-1.473518372E0,1.778794289E1,-1.333850098E1,2.228223007E1
1.379936304E1,-1.786262512E0,1.813506317E1,-1.357846069E1,2.272544488E1
1.380937304E1,-1.786262512E0,1.813506317E1,-1.357846069E1,2.272544488E1
1.381938204E1,-1.849494934E0,1.815402222E1,-1.331848145E1,2.259139443E1
1.382939204E1,-1.849494934E0,1.815402222E1,-1.331848145E1,2.259139443E1
1.383940204E1,-1.707977295E0,1.814945984E1,-1.331121826E1,2.257229741E1
1.384941204E1,-1.707977295E0,1.814945984E1,-1.331121826E1,2.257229741E1
1.385942104E1,-1.820213318E0,1.803351402E1,-1.332153320E1,2.249408926E1
1.386943104E1,-1.820213318E0,1.803351402E1,-1.332153320E1,2.249408926E1
1.387944104E1,-1.672828674E0,1.794924927E1,-1.348431396E1,2.251223286E1
1.388945104E1,-1.672828674E0,1.794924927E1,-1.348431396E1,2.251223286E1
1.389946004E1,-1.733711243E0,1.807526016E1,-1.337622070E1,2.255313869E1
1.390947004E1,-1.505203247E0,1.812976074E1,-1.348318481E1,2.264398671E1
1.391948004E1,-1.505203247E0,1.812976074E1,-1.348318481E1,2.264398671E1
1.392949004E1,-1.462158203E0,1.794348526E1,-1.354513550E1,2.252947548E1
1.393949904E1,-1.462158203E0,1.794348526E1,-1.354513550E1,2.252947548E1
1.394950904E1,-1.440544128E0,1.808060074E1,-1.342044067E1,2.256305649E1
1.395951904E1,-1.440544128E0,1.808060074E1,-1.342044067E1,2.256305649E1
1.396952904E1,3.312278748E0,2.930967712E1,-9.467315674E0,3.097835421E1
1.397953904E1,3.312278748E0,2.930967712E1,-9.467315674E0,3.097835421E1
1.398954804E1,3.624977112E0,3.153034592E1,-9.066497803E0,3.300764389E1
1.399952804E1,3.624977112E0,3.153034592E1,-9.066497803E0,3.300764389E1
1.400953704E1,3.936325073E0,3.180225372E1,-9.280700684E0,3.336179555E1
1.401954704E1,3.936325073E0,3.180225372E1,-9.280700684E0,3.336179555E1
1.402955704E1,3.806610107E0,3.195738602E1,-9.212188721E0,3.347580055E1
1.403956704E1,3.806610107E0,3.195738602E1,-9.212188721E0,3.347580055E1
1.404957604E1,3.672660828E0,3.198915482E1,-9.096618652E0,3.345957164E1
1.405958604E1,3.672660828E0,3.198915482E1,-9.096618652E0,3.345957164E1
1.406959604E1,3.534820557E0,3.173678970E1,-9.014892578E0,3.318112514E1
1.407960604E1,3.534820557E0,3.173678970E1,-9.014892578E0,3.318112514E1
1.408961504E1,3.592201233E0,3.170068359E1,-9.011810303E0,3.315192264E1
1.409962504E1,3.592201233E0,3.170068359E1,-9.011810303E0,3.315192264E1
1.410963504E1,3.588760376E0,3.168724442E1,-9.153015137E0,3.317737702E1
1.411964504E1,3.588760376E0,3.168724442E1,-9.153015137E0,3.317737702E1
1.412965504E1,3.576431274E0,3.178163147E1,-9.200500488E0,3.327930541E1
1.413966404E1,3.576431274E0,3.178163147E1,-9.200500488E0,3.327930541E1
1.414967404E1,3.690429688E0,3.196919632E1,-9.215118408E0,3.347487404E1
1.415968404E1,3.690429688E0,3.196919632E1,-9.215118408E0,3.347487404E1
1.416969404E1,3.517562866E0,3.207004166E1,-9.196807861E0,3.354760938E1
1.417970304E1,3.517562866E0,3.207004166E1,-9.196807861E0,3.354760938E1
1.418971304E1,3.510398865E0,3.192213440E1,-9.144561768E0,3.339114515E1
1.419972304E1,3.510398865E0,3.192213440E1,-9.144561768E0,3.339114515E1
1.420973458E1,3.565742493E0,3.165246964E1,-9.132781982E0,3.313609905E1
1.421971358E1,3.565742493E0,3.165246964E1,-9.132781982E0,3.313609905E1
1.422972358E1,3.562530518E0,3.154130936E1,-9.203918457E0,3.304932578E1
1.423973258E1,3.562530518E0,3.154130936E1,-9.203918457E0,3.304932578E1
1.424974258E1,-9.282684326E-2,2.153618622E1,-1.223706055E1,2.477017530E1
1.425975258E1,-1.169212341E0,1.818438911E1,-1.344610596E1,2.264590096E1
1.426976258E1,-1.169212341E0,1.818438911E1,-1.344610596E1,2.264590096E1
1.427977158E1,-1.627288818E0,1.791077042E1,-1.346389771E1,2.246598111E1
1.428978158E1,-1.627288818E0,1.791077042E1,-1.346389771E1,2.246598111E1
1.429979158E1,-1.864509583E0,1.803203392E1,-1.334228516E1,2.250882530E1
1.430980158E1,-1.864509583E0,1.803203392E1,-1.334228516E1,2.250882530E1
1.431981158E1,-1.831359863E0,1.766802597E1,-1.335372925E1,2.222240098E1
1.432982058E1,-1.831359863E0,1.766802597E1,-1.335372925E1,2.222240098E1
1.433983058E1,-1.549980164E0,1.776943970E1,-1.360760498E1,2.243484653E1
1.434984058E1,-1.549980164E0,1.776943970E1,-1.360760498E1,2.243484653E1
1.435985058E1,-1.577735901E0,1.786365128E1,-1.350903320E1,2.245202141E1
1.436985958E1,-1.577735901E0,1.786365128E1,-1.350903320E1,2.245202141E1
1.437986958E1,-1.521339417E0,1.804609299E1,-1.349798584E1,2.258697783E1
1.438987958E1,-1.521339417E0,1.804609299E1,-1.349798584E1,2.258697783E1
1.439988958E1,-1.694122314E0,1.799235153E1,-1.348269653E1,2.254723641E1
1.440989858E1,-1.694122314E0,1.799235153E1,-1.348269653E1,2.254723641E1
1.441990858E1,-1.812507629E0,1.787818146E1,-1.339013672E1,2.241004948E1
1.442988758E1,-1.812507629E0,1.787818146E1,-1.339013672E1,2.241004948E1
1.443989758E1,-1.761001587E0,1.773354340E1,-1.342376709E1,2.231092134E1
1.444990758E1,-1.761001587E0,1.773354340E1,-1.342376709E1,2.231092134E1
1.445991758E1,-1.688842773E0,1.768807983E1,-1.335165405E1,2.222581886E1
1.446992758E1,-1.688842773E0,1.768807983E1,-1.335165405E1,2.222581886E1
1.447993658E1,-1.526046753E0,1.771830940E1,-1.344003296E1,2.229129410E1
1.448994658E1,-1.526046753E0,1.771830940E1,-1.344003296E1,2.229129410E1
1.449995658E1,-1.596595764E0,1.779876137E1,-1.347836304E1,2.238328158E1
1.450996658E1,-1.596595764E0,1.779876137E1,-1.347836304E1,2.238328158E1
1.451997558E1,3.200454712E0,3.053520584E1,-9.567260742E0,3.215857870E1
1.452998558E1,3.200454712E0,3.053520584E1,-9.567260742E0,3.215857870E1
1.453999558E1,4.543136597E0,3.527114487E1,-8.181884766E0,3.649160162E1
1.455000558E1,4.543136597E0,3.527114487E1,-8.181884766E0,3.649160162E1
1.456001458E1,4.943794250E0,3.551875305E1,-7.901458740E0,3.672132855E1
1.457002458E1,4.943794250E0,3.551875305E1,-7.901458740E0,3.672132855E1
1.458003458E1,5.165405273E0,3.564879227E1,-7.972869873E0,3.689287812E1
1.459004458E1,5.198043823E0,3.549092484E1,-8.098205566E0,3.677235835E1
1.460005358E1,5.198043823E0,3.549092484E1,-8.098205566E0,3.677235835E1
1.461006358E1,5.083343506E0,3.553329468E1,-8.061950684E0,3.678927100E1
1.462007358E1,5.083343506E0,3.553329468E1,-8.061950684E0,3.678927100E1
1.463008358E1,5.002876282E0,3.556436539E1,-8.046264648E0,3.680482620E1
1.464006258E1,5.002876282E0,3.556436539E1,-8.046264648E0,3.680482620E1
1.465007258E1,5.039970398E0,3.576399994E1,-7.948730469E0,3.698171588E1
1.466008258E1,5.039970398E0,3.576399994E1,-7.948730469E0,3.698171588E1
1.467009158E1,4.973327637E0,3.548926544E1,-7.808410645E0,3.667687591E1
1.468010158E1,4.973327637E0,3.548926544E1,-7.808410645E0,3.667687591E1
1.469011158E1,4.938735962E0,3.567229080E1,-8.023559570E0,3.689554109E1
1.470012158E1,4.938735962E0,3.567229080E1,-8.023559570E0,3.689554109E1
1.471013058E1,5.073738098E0,3.581719971E1,-8.066406250E0,3.706320983E1
1.472014058E1,5.073738098E0,3.581719971E1,-8.066406250E0,3.706320983E1
1.473015058E1,5.225952148E0,3.600967789E1,-8.234558105E0,3.730704256E1
1.474016058E1,5.225952148E0,3.600967789E1,-8.234558105E0,3.730704256E1
1.475016958E1,5.013328552E0,3.599950409E1,-8.076599121E0,3.723344211E1
1.476017958E1,5.013328552E0,3.599950409E1,-8.076599121E0,3.723344211E1
1.477018958E1,4.892074585E0,3.590610123E1,-7.928924561E0,3.709512561E1
1.478019958E1,4.892074585E0,3.590610123E1,-7.928924561E0,3.709512561E1
1.479020958E1,8.740234375E-2,2.278421021E1,-1.168344116E1,2.560528600E1
1.480021858E1,8.740234375E-2,2.278421021E1,-1.168344116E1,2.560528600E1
1.481022858E1,-1.510765076E0,1.815459442E1,-1.323834229E1,2.251944529E1
1.482023858E1,-1.510765076E0,1.815459442E1,-1.323834229E1,2.251944529E1
1.483024858E1,-1.482498169E0,1.761428452E1,-1.351666260E1,2.225221309E1
1.484025758E1,-1.482498169E0,1.761428452E1,-1.351666260E1,2.225221309E1
1.485023758E1,-1.522369385E0,1.798580170E1,-1.347497559E1,2.252513348E1
