"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.534866792E0,-2.379653931E0,2.517911911E1,-1.742959595E1,3.071549457E1
6.544876792E0,-2.379653931E0,2.517911911E1,-1.742959595E1,3.071549457E1
6.554886792E0,5.705581665E0,3.273868179E1,-1.172039795E1,3.523836937E1
6.564895792E0,8.375534058E0,3.595347977E1,-9.905364990E0,3.822196402E1
6.574905792E0,8.375534058E0,3.595347977E1,-9.905364990E0,3.822196402E1
6.584915792E0,8.743484497E0,3.621616364E1,-9.684448242E0,3.849477325E1
6.594925792E0,8.743484497E0,3.621616364E1,-9.684448242E0,3.849477325E1
6.604934792E0,8.837821960E0,3.622482300E1,-9.676757812E0,3.852251991E1
6.614944792E0,8.837821960E0,3.622482300E1,-9.676757812E0,3.852251991E1
6.624924792E0,9.021049500E0,3.661692810E1,-9.197174072E0,3.881709377E1
6.634933792E0,9.021049500E0,3.661692810E1,-9.197174072E0,3.881709377E1
6.644943792E0,9.083503723E0,3.663630676E1,-9.258911133E0,3.886459119E1
6.654953792E0,9.083503723E0,3.663630676E1,-9.258911133E0,3.886459119E1
6.664963792E0,9.092033386E0,3.662684250E1,-9.283630371E0,3.886356205E1
6.674972792E0,9.092033386E0,3.662684250E1,-9.283630371E0,3.886356205E1
6.684982792E0,8.682456970E0,3.611320877E1,-9.530609131E0,3.834555277E1
6.694992792E0,8.682456970E0,3.611320877E1,-9.530609131E0,3.834555277E1
6.705002792E0,8.763328552E0,3.608127594E1,-9.616973877E0,3.835545056E1
6.714981792E0,8.763328552E0,3.608127594E1,-9.616973877E0,3.835545056E1
6.724991792E0,8.924980164E0,3.615245056E1,-9.738647461E0,3.849020923E1
6.735000792E0,8.924980164E0,3.615245056E1,-9.738647461E0,3.849020923E1
6.745010792E0,8.583465576E0,3.621654129E1,-9.569824219E0,3.843039526E1
6.755020792E0,8.583465576E0,3.621654129E1,-9.569824219E0,3.843039526E1
6.765030792E0,8.700218201E0,3.639535904E1,-9.394256592E0,3.858196487E1
6.775039792E0,8.700218201E0,3.639535904E1,-9.394256592E0,3.858196487E1
6.785049792E0,8.832664490E0,3.640999603E1,-9.679565430E0,3.869622411E1
6.795059792E0,8.832664490E0,3.640999603E1,-9.679565430E0,3.869622411E1
6.805038792E0,9.128204346E0,3.629859161E1,-9.555633545E0,3.862928941E1
6.815048792E0,9.128204346E0,3.629859161E1,-9.555633545E0,3.862928941E1
6.825058792E0,9.329986572E0,3.642988968E1,-9.518829346E0,3.879166951E1
6.835068792E0,9.329986572E0,3.642988968E1,-9.518829346E0,3.879166951E1
6.845077792E0,9.081916809E0,3.661411667E1,-9.373657227E0,3.887081427E1
6.855087792E0,9.081916809E0,3.661411667E1,-9.373657227E0,3.887081427E1
6.865097792E0,8.923187256E0,3.692662811E1,-9.284057617E0,3.910745275E1
6.875107792E0,8.923187256E0,3.692662811E1,-9.284057617E0,3.910745275E1
6.885116792E0,8.480926514E0,3.644620132E1,-9.714782715E0,3.866042820E1
6.895096792E0,8.480926514E0,3.644620132E1,-9.714782715E0,3.866042820E1
6.905105792E0,8.498100281E0,3.621962738E1,-9.702575684E0,3.844761489E1
6.915115792E0,8.498100281E0,3.621962738E1,-9.702575684E0,3.844761489E1
6.925125792E0,8.604698181E0,3.613791656E1,-9.797760010E0,3.841856251E1
6.935135792E0,8.604698181E0,3.613791656E1,-9.797760010E0,3.841856251E1
6.945144792E0,8.775802612E0,3.636210632E1,-9.720214844E0,3.864841607E1
6.955154792E0,8.670608521E0,3.629641724E1,-9.749938965E0,3.857033402E1
6.965164792E0,8.670608521E0,3.629641724E1,-9.749938965E0,3.857033402E1
6.975143792E0,8.599426270E0,3.648871613E1,-9.576873779E0,3.869228667E1
6.985153792E0,8.599426270E0,3.648871613E1,-9.576873779E0,3.869228667E1
6.995163792E0,8.897743225E0,3.638582611E1,-9.553833008E0,3.865713261E1
7.005173792E0,8.897743225E0,3.638582611E1,-9.553833008E0,3.865713261E1
7.015182792E0,8.805770874E0,3.650736618E1,-9.531158447E0,3.874496570E1
7.025192792E0,8.805770874E0,3.650736618E1,-9.531158447E0,3.874496570E1
7.035202792E0,8.951896667E0,3.662606049E1,-9.253356934E0,3.882305211E1
7.045212792E0,8.951896667E0,3.662606049E1,-9.253356934E0,3.882305211E1
7.055221792E0,8.608596802E0,3.651468658E1,-9.528747559E0,3.870694131E1
7.065201792E0,8.608596802E0,3.651468658E1,-9.528747559E0,3.870694131E1
7.075210792E0,8.534339905E0,3.637453079E1,-9.588623047E0,3.857308829E1
7.085220792E0,8.534339905E0,3.637453079E1,-9.588623047E0,3.857308829E1
7.095230792E0,8.507255554E0,3.665397644E1,-9.620086670E0,3.883855627E1
7.105240792E0,8.507255554E0,3.665397644E1,-9.620086670E0,3.883855627E1
7.115249792E0,8.501281738E0,3.655036926E1,-9.587890625E0,3.873149792E1
7.125259792E0,8.501281738E0,3.655036926E1,-9.587890625E0,3.873149792E1
7.135269792E0,-1.536346436E0,2.598609543E1,-1.681637573E1,3.099077296E1
7.145279792E0,-1.536346436E0,2.598609543E1,-1.681637573E1,3.099077296E1
7.155258792E0,-2.356864929E0,2.545520020E1,-1.746051025E1,3.095789798E1
7.165268792E0,-2.356864929E0,2.545520020E1,-1.746051025E1,3.095789798E1
7.175278792E0,-2.222839355E0,2.533643723E1,-1.745208740E1,3.084560618E1
7.185287792E0,-2.222839355E0,2.533643723E1,-1.745208740E1,3.084560618E1
7.195297792E0,-2.767921448E0,2.473006821E1,-1.778646851E1,3.058751583E1
7.205307792E0,-2.767921448E0,2.473006821E1,-1.778646851E1,3.058751583E1
7.215317792E0,-2.983695984E0,2.461570358E1,-1.790597534E1,3.058527844E1
7.225326792E0,-2.983695984E0,2.461570358E1,-1.790597534E1,3.058527844E1
7.235336792E0,-2.715415955E0,2.449216843E1,-1.778637695E1,3.039070587E1
7.245315792E0,-2.715415955E0,2.449216843E1,-1.778637695E1,3.039070587E1
7.255325792E0,-2.387748718E0,2.521050644E1,-1.756686401E1,3.081989114E1
7.265335792E0,-2.387748718E0,2.521050644E1,-1.756686401E1,3.081989114E1
7.275345792E0,-2.366783142E0,2.511466599E1,-1.733282471E1,3.060677903E1
7.285354792E0,-2.366783142E0,2.511466599E1,-1.733282471E1,3.060677903E1
7.295364792E0,-2.399887085E0,2.504224396E1,-1.750149536E1,3.064597495E1
7.305374792E0,-2.399887085E0,2.504224396E1,-1.750149536E1,3.064597495E1
7.315384792E0,-2.403472900E0,2.533052063E1,-1.754864502E1,3.090901000E1
7.325393792E0,-2.403472900E0,2.533052063E1,-1.754864502E1,3.090901000E1
7.335373792E0,-2.491760254E0,2.538790131E1,-1.749740601E1,3.093402041E1
7.345382792E0,-2.373558044E0,2.526027298E1,-1.745892334E1,3.079820081E1
7.355392792E0,-2.373558044E0,2.526027298E1,-1.745892334E1,3.079820081E1
7.365402792E0,-2.318298340E0,2.483176041E1,-1.761154175E1,3.053125014E1
7.375412792E0,-2.318298340E0,2.483176041E1,-1.761154175E1,3.053125014E1
7.385422792E0,-2.772132874E0,2.461969757E1,-1.776190186E1,3.048441219E1
7.395431792E0,-2.772132874E0,2.461969757E1,-1.776190186E1,3.048441219E1
7.405441792E0,-2.854423523E0,2.458547974E1,-1.781625366E1,3.049610536E1
7.415451792E0,-2.854423523E0,2.458547974E1,-1.781625366E1,3.049610536E1
7.425415333E0,-2.835262299E0,2.443185806E1,-1.783419800E1,3.038112932E1
7.435425333E0,-2.835262299E0,2.443185806E1,-1.783419800E1,3.038112932E1
7.445435333E0,-2.184555054E0,2.513475037E1,-1.744137573E1,3.067131468E1
7.455444333E0,-2.184555054E0,2.513475037E1,-1.744137573E1,3.067131468E1
7.465454333E0,-2.353385925E0,2.507956314E1,-1.727911377E1,3.054653311E1
7.475464333E0,-2.353385925E0,2.507956314E1,-1.727911377E1,3.054653311E1
7.485474333E0,-2.185554504E0,2.487994003E1,-1.744644165E1,3.046582332E1
7.495483333E0,-2.185554504E0,2.487994003E1,-1.744644165E1,3.046582332E1
7.505493333E0,-2.326599121E0,2.509510803E1,-1.747015381E1,3.066567763E1
7.515472333E0,-2.326599121E0,2.509510803E1,-1.747015381E1,3.066567763E1
7.525482333E0,-2.237358093E0,2.528442764E1,-1.750729370E1,3.083526204E1
7.535492333E0,-2.237358093E0,2.528442764E1,-1.750729370E1,3.083526204E1
7.545502333E0,-2.308784485E0,2.517706299E1,-1.737121582E1,3.067530156E1
7.555512333E0,-2.308784485E0,2.517706299E1,-1.737121582E1,3.067530156E1
7.565521333E0,-2.783557892E0,2.482707214E1,-1.789151001E1,3.072845320E1
7.575531333E0,-2.783557892E0,2.482707214E1,-1.789151001E1,3.072845320E1
7.585541333E0,-2.691123962E0,2.442092896E1,-1.801406860E1,3.046523571E1
7.595551333E0,-2.691123962E0,2.442092896E1,-1.801406860E1,3.046523571E1
7.605530333E0,-2.594398499E0,2.457687378E1,-1.794290161E1,3.054015957E1
7.615540333E0,-2.594398499E0,2.457687378E1,-1.794290161E1,3.054015957E1
7.625549333E0,-2.715171814E0,2.445394516E1,-1.801525879E1,3.049454281E1
7.635559333E0,-2.715171814E0,2.445394516E1,-1.801525879E1,3.049454281E1
7.645569333E0,-2.587947845E0,2.497161102E1,-1.758648682E1,3.065229762E1
7.655579333E0,-2.587947845E0,2.497161102E1,-1.758648682E1,3.065229762E1
7.665588333E0,-2.357154846E0,2.494329453E1,-1.744473267E1,3.052937632E1
7.675598333E0,-2.357154846E0,2.494329453E1,-1.744473267E1,3.052937632E1
7.685608333E0,-2.513339996E0,2.512472916E1,-1.767413330E1,3.082115963E1
7.695587333E0,-2.513339996E0,2.512472916E1,-1.767413330E1,3.082115963E1
7.705597333E0,7.836761475E0,3.512705994E1,-1.034777832E1,3.744865400E1
7.715607333E0,8.549507141E0,3.610096741E1,-9.893585205E0,3.839605381E1
7.725617333E0,8.549507141E0,3.610096741E1,-9.893585205E0,3.839605381E1
7.735626333E0,8.587486267E0,3.615100861E1,-9.509613037E0,3.835457057E1
7.745636333E0,8.587486267E0,3.615100861E1,-9.509613037E0,3.835457057E1
7.755646333E0,9.195358276E0,3.667911148E1,-9.558746338E0,3.900360835E1
7.765656333E0,9.195358276E0,3.667911148E1,-9.558746338E0,3.900360835E1
7.775635333E0,8.828926086E0,3.673581696E1,-9.606384277E0,3.898400700E1
7.785645333E0,8.828926086E0,3.673581696E1,-9.606384277E0,3.898400700E1
7.795654333E0,8.795219421E0,3.670742416E1,-9.388610840E0,3.889648939E1
7.805664333E0,8.795219421E0,3.670742416E1,-9.388610840E0,3.889648939E1
7.815674333E0,8.694557190E0,3.608383179E1,-9.633941650E0,3.834646102E1
7.825684333E0,8.694557190E0,3.608383179E1,-9.633941650E0,3.834646102E1
7.835693333E0,8.527320862E0,3.616040421E1,-9.761230469E0,3.841317031E1
7.845703333E0,8.527320862E0,3.616040421E1,-9.761230469E0,3.841317031E1
7.855713333E0,8.601661682E0,3.596574402E1,-9.920166016E0,3.828750475E1
7.865692333E0,8.601661682E0,3.596574402E1,-9.920166016E0,3.828750475E1
7.875702333E0,8.527107239E0,3.621886063E1,-9.643463135E0,3.843844175E1
7.885712333E0,8.527107239E0,3.621886063E1,-9.643463135E0,3.843844175E1
7.895721333E0,8.505989075E0,3.635483170E1,-9.686218262E0,3.857263877E1
7.905731333E0,8.505989075E0,3.635483170E1,-9.686218262E0,3.857263877E1
7.915741333E0,8.515991211E0,3.628202057E1,-9.666259766E0,3.850121687E1
7.925751333E0,8.515991211E0,3.628202057E1,-9.666259766E0,3.850121687E1
7.935761333E0,8.541603088E0,3.616639709E1,-9.701965332E0,3.840697064E1
7.945770333E0,8.541603088E0,3.616639709E1,-9.701965332E0,3.840697064E1
7.955750333E0,8.941390991E0,3.653400421E1,-9.522308350E0,3.879892129E1
7.965759333E0,8.941390991E0,3.653400421E1,-9.522308350E0,3.879892129E1
7.975769333E0,9.122146606E0,3.653396225E1,-9.526794434E0,3.884203610E1
7.985779333E0,9.122146606E0,3.653396225E1,-9.526794434E0,3.884203610E1
7.995789333E0,8.986404419E0,3.655404282E1,-9.486145020E0,3.881933098E1
8.005798333E0,8.986404419E0,3.655404282E1,-9.486145020E0,3.881933098E1
8.015808333E0,8.600547791E0,3.659587860E1,-9.521484375E0,3.877997444E1
8.025818333E0,8.600547791E0,3.659587860E1,-9.521484375E0,3.877997444E1
8.035828333E0,8.509948730E0,3.647836304E1,-9.533691406E0,3.865205647E1
8.045807333E0,8.509948730E0,3.647836304E1,-9.533691406E0,3.865205647E1
8.055817333E0,8.590042114E0,3.627612686E1,-9.717590332E0,3.852502778E1
8.065826333E0,8.590042114E0,3.627612686E1,-9.717590332E0,3.852502778E1
8.075836333E0,7.911224365E-1,2.839494324E1,-1.537844849E1,3.230163083E1
8.085846333E0,7.911224365E-1,2.839494324E1,-1.537844849E1,3.230163083E1
8.095856333E0,-1.943122864E0,2.526978683E1,-1.745236206E1,3.077211066E1
8.105866333E0,-2.388252258E0,2.529489136E1,-1.759579468E1,3.090545693E1
8.115875333E0,-2.388252258E0,2.529489136E1,-1.759579468E1,3.090545693E1
8.125885333E0,-2.698745728E0,2.526109314E1,-1.783450317E1,3.103990268E1
8.135864333E0,-2.698745728E0,2.526109314E1,-1.783450317E1,3.103990268E1
8.145874333E0,-2.886344910E0,2.470236588E1,-1.801239014E1,3.070804561E1
8.155884333E0,-2.886344910E0,2.470236588E1,-1.801239014E1,3.070804561E1
8.165894333E0,-2.691326141E0,2.450176620E1,-1.792178345E1,3.047572978E1
8.175903333E0,-2.691326141E0,2.450176620E1,-1.792178345E1,3.047572978E1
8.185913333E0,-2.950523376E0,2.446387482E1,-1.802828979E1,3.053204861E1
8.195923333E0,-2.950523376E0,2.446387482E1,-1.802828979E1,3.053204861E1
8.205933333E0,-2.439384460E0,2.512361908E1,-1.765759277E1,3.080482778E1
8.215942333E0,-2.439384460E0,2.512361908E1,-1.765759277E1,3.080482778E1
8.225922333E0,-2.407997131E0,2.499702072E1,-1.773992920E1,3.074661905E1
8.235931333E0,-2.407997131E0,2.499702072E1,-1.773992920E1,3.074661905E1
8.245941333E0,-2.330024719E0,2.522993469E1,-1.766900635E1,3.088968121E1
8.255951333E0,-2.330024719E0,2.522993469E1,-1.766900635E1,3.088968121E1
8.265961333E0,-2.221504211E0,2.506538391E1,-1.758755493E1,3.070066188E1
8.275971333E0,-2.221504211E0,2.506538391E1,-1.758755493E1,3.070066188E1
8.285980333E0,-2.200477600E0,2.492890167E1,-1.769705200E1,3.065090357E1
8.295990333E0,-2.200477600E0,2.492890167E1,-1.769705200E1,3.065090357E1
8.306000333E0,-2.151832581E0,2.504692841E1,-1.756469727E1,3.066753326E1
8.315979333E0,-2.151832581E0,2.504692841E1,-1.756469727E1,3.066753326E1
8.325989333E0,-2.715167999E0,2.479044342E1,-1.797531128E1,3.074166615E1
8.335999333E0,-2.715167999E0,2.479044342E1,-1.797531128E1,3.074166615E1
8.346008333E0,-2.860855103E0,2.468834686E1,-1.788528442E1,3.061996672E1
8.356018333E0,-2.860855103E0,2.468834686E1,-1.788528442E1,3.061996672E1
8.366028333E0,-2.984943390E0,2.496646500E1,-1.809976196E1,3.098121438E1
8.376038333E0,-2.984943390E0,2.496646500E1,-1.809976196E1,3.098121438E1
8.386047333E0,-2.389472961E0,2.498109818E1,-1.775418091E1,3.074045847E1
8.396057333E0,-2.389472961E0,2.498109818E1,-1.775418091E1,3.074045847E1
8.406036333E0,-2.559776306E0,2.506362915E1,-1.767462158E1,3.077548065E1
8.416046333E0,-2.559776306E0,2.506362915E1,-1.767462158E1,3.077548065E1
8.426051417E0,-2.510505676E0,2.510815430E1,-1.746560669E1,3.068826271E1
8.436061417E0,-2.510505676E0,2.510815430E1,-1.746560669E1,3.068826271E1
8.446070417E0,-2.344627380E0,2.516447830E1,-1.769549561E1,3.085253329E1
8.456080417E0,-2.344627380E0,2.516447830E1,-1.769549561E1,3.085253329E1
8.466090417E0,7.694587708E0,3.553650284E1,-1.036944580E1,3.780972256E1
8.476100417E0,8.261886597E0,3.656274033E1,-9.835754395E0,3.875351358E1
8.486079417E0,8.261886597E0,3.656274033E1,-9.835754395E0,3.875351358E1
8.496089417E0,8.554496765E0,3.594820404E1,-9.748718262E0,3.821636163E1
8.506099417E0,8.554496765E0,3.594820404E1,-9.748718262E0,3.821636163E1
8.516108417E0,9.002182007E0,3.675035095E1,-9.446380615E0,3.899822666E1
8.526118417E0,9.002182007E0,3.675035095E1,-9.446380615E0,3.899822666E1
8.536128417E0,9.281837463E0,3.679360199E1,-9.292602539E0,3.906755836E1
8.546138417E0,9.281837463E0,3.679360199E1,-9.292602539E0,3.906755836E1
8.556147417E0,9.063636780E0,3.676541138E1,-9.241149902E0,3.897747859E1
8.566157417E0,9.063636780E0,3.676541138E1,-9.241149902E0,3.897747859E1
8.576136417E0,8.579772949E0,3.633810806E1,-9.660552979E0,3.856678474E1
8.586146417E0,8.579772949E0,3.633810806E1,-9.660552979E0,3.856678474E1
8.596156417E0,8.568862915E0,3.636591339E1,-9.756225586E0,3.861462166E1
8.606166417E0,8.568862915E0,3.636591339E1,-9.756225586E0,3.861462166E1
8.616175417E0,8.746345520E0,3.606862640E1,-9.744201660E0,3.837178438E1
8.626185417E0,8.746345520E0,3.606862640E1,-9.744201660E0,3.837178438E1
8.636195417E0,8.810943604E0,3.604193878E1,-9.708618164E0,3.835246205E1
8.646205417E0,8.810943604E0,3.604193878E1,-9.708618164E0,3.835246205E1
8.656215417E0,8.769371033E0,3.631562424E1,-9.644195557E0,3.858415400E1
8.666194417E0,8.769371033E0,3.631562424E1,-9.644195557E0,3.858415400E1
8.676204417E0,8.435600281E0,3.655532455E1,-9.894561768E0,3.879888475E1
8.686213417E0,8.435600281E0,3.655532455E1,-9.894561768E0,3.879888475E1
8.696223417E0,8.426162720E0,3.646504974E1,-9.726867676E0,3.866926461E1
8.706233417E0,8.426162720E0,3.646504974E1,-9.726867676E0,3.866926461E1
8.716243417E0,8.865516663E0,3.666015625E1,-9.423614502E0,3.887632895E1
8.726252417E0,8.865516663E0,3.666015625E1,-9.423614502E0,3.887632895E1
8.736262417E0,9.203208923E0,3.644481277E1,-9.375976562E0,3.874057781E1
8.746272417E0,9.203208923E0,3.644481277E1,-9.375976562E0,3.874057781E1
8.756251417E0,9.137123108E0,3.658588409E1,-9.691802979E0,3.893513810E1
8.766261417E0,9.137123108E0,3.658588409E1,-9.691802979E0,3.893513810E1
8.776271417E0,8.761741638E0,3.597860718E1,-9.979003906E0,3.835112528E1
8.786280417E0,8.761741638E0,3.597860718E1,-9.979003906E0,3.835112528E1
8.796290417E0,8.691123962E0,3.648086166E1,-9.788208008E0,3.875819809E1
8.806300417E0,8.691123962E0,3.648086166E1,-9.788208008E0,3.875819809E1
8.816310417E0,8.619407654E0,3.633215332E1,-9.800170898E0,3.860521860E1
8.826320417E0,8.619407654E0,3.633215332E1,-9.800170898E0,3.860521860E1
8.836329417E0,7.750549316E-1,2.835029984E1,-1.536938477E1,3.225768434E1
8.846309417E0,7.750549316E-1,2.835029984E1,-1.536938477E1,3.225768434E1
8.856318417E0,-1.886306763E0,2.513125610E1,-1.747659302E1,3.066870539E1
8.866328417E0,-2.232162476E0,2.513116455E1,-1.758886719E1,3.075591374E1
8.876338417E0,-2.232162476E0,2.513116455E1,-1.758886719E1,3.075591374E1
8.886348417E0,-2.562103271E0,2.484140396E1,-1.779931641E1,3.066717118E1
8.896357417E0,-2.562103271E0,2.484140396E1,-1.779931641E1,3.066717118E1
8.906367417E0,-2.649082184E0,2.472736740E1,-1.807113647E1,3.074128020E1
8.916377417E0,-2.649082184E0,2.472736740E1,-1.807113647E1,3.074128020E1
8.926387417E0,-2.626930237E0,2.465142822E1,-1.799710083E1,3.063477296E1
8.936366417E0,-2.626930237E0,2.465142822E1,-1.799710083E1,3.063477296E1
8.946376417E0,-2.766403198E0,2.473539352E1,-1.808743286E1,3.076764383E1
8.956385417E0,-2.766403198E0,2.473539352E1,-1.808743286E1,3.076764383E1
8.966395417E0,-2.325141907E0,2.492039108E1,-1.767813110E1,3.064226649E1
8.976405417E0,-2.325141907E0,2.492039108E1,-1.767813110E1,3.064226649E1
8.986415417E0,-2.076255798E0,2.486820221E1,-1.758776855E1,3.052978745E1
8.996425417E0,-2.076255798E0,2.486820221E1,-1.758776855E1,3.052978745E1
9.006434417E0,-2.030448914E0,2.491944122E1,-1.771640015E1,3.064265178E1
9.016444417E0,-2.030448914E0,2.491944122E1,-1.771640015E1,3.064265178E1
9.026423417E0,7.836791992E0,3.536447906E1,-1.035671997E1,3.767390790E1
9.036433417E0,7.836791992E0,3.536447906E1,-1.035671997E1,3.767390790E1
9.046443417E0,8.648880005E0,3.635100174E1,-9.699951172E0,3.860424207E1
9.056453417E0,8.648880005E0,3.635100174E1,-9.699951172E0,3.860424207E1
9.066462417E0,8.602813721E0,3.619947052E1,-9.771759033E0,3.846943390E1
9.076472417E0,8.602813721E0,3.619947052E1,-9.771759033E0,3.846943390E1
9.086482417E0,9.077377319E0,3.649501801E1,-9.530456543E0,3.879580802E1
9.096492417E0,9.077377319E0,3.649501801E1,-9.530456543E0,3.879580802E1
9.106501417E0,8.873451233E0,3.659524155E1,-9.489166260E0,3.883289993E1
9.116481417E0,8.873451233E0,3.659524155E1,-9.489166260E0,3.883289993E1
9.126490417E0,9.038772583E0,3.642763901E1,-9.616668701E0,3.874471074E1
9.136500417E0,9.038772583E0,3.642763901E1,-9.616668701E0,3.874471074E1
9.146510417E0,8.762664795E0,3.637429428E1,-9.656646729E0,3.864096796E1
9.156520417E0,8.762664795E0,3.637429428E1,-9.656646729E0,3.864096796E1
9.166529417E0,8.621765137E0,3.653618622E1,-9.677581787E0,3.876703918E1
9.176539417E0,8.621765137E0,3.653618622E1,-9.677581787E0,3.876703918E1
9.186549417E0,8.576599121E0,3.637136078E1,-9.668945312E0,3.859951348E1
9.196559417E0,8.576599121E0,3.637136078E1,-9.668945312E0,3.859951348E1
9.206538417E0,8.616088867E0,3.643536377E1,-9.692138672E0,3.867441367E1
9.216548417E0,8.616088867E0,3.643536377E1,-9.692138672E0,3.867441367E1
9.226558417E0,-1.262725830E0,2.610360336E1,-1.689147949E1,3.111775481E1
9.236567417E0,-1.262725830E0,2.610360336E1,-1.689147949E1,3.111775481E1
9.246577417E0,-2.178306580E0,2.530497360E1,-1.744961548E1,3.081518763E1
9.256587417E0,-2.271652222E0,2.535129547E1,-1.751361084E1,3.089619961E1
9.266597417E0,-2.271652222E0,2.535129547E1,-1.751361084E1,3.089619961E1
9.276606417E0,-2.861598969E0,2.497470474E1,-1.775891113E1,3.077829674E1
9.286586417E0,-2.861598969E0,2.497470474E1,-1.775891113E1,3.077829674E1
9.296595417E0,-2.777160645E0,2.459373474E1,-1.777441406E1,3.047120288E1
9.306605417E0,-2.777160645E0,2.459373474E1,-1.777441406E1,3.047120288E1
9.316615417E0,-2.759685516E0,2.445056534E1,-1.800271606E1,3.048842067E1
9.326625417E0,-2.759685516E0,2.445056534E1,-1.800271606E1,3.048842067E1
9.336634417E0,-2.278350830E0,2.502323532E1,-1.757641602E1,3.066404390E1
9.346644417E0,-2.278350830E0,2.502323532E1,-1.757641602E1,3.066404390E1
9.356654417E0,-2.347427368E0,2.519552231E1,-1.752175903E1,3.077883687E1
9.366664417E0,-2.347427368E0,2.519552231E1,-1.752175903E1,3.077883687E1
9.376643417E0,-2.503837585E0,2.543565369E1,-1.759948730E1,3.103197761E1
9.386653417E0,-2.503837585E0,2.543565369E1,-1.759948730E1,3.103197761E1
9.396663417E0,5.508216858E0,3.308426285E1,-1.193566895E1,3.560012773E1
9.406672417E0,5.508216858E0,3.308426285E1,-1.193566895E1,3.560012773E1
9.416682417E0,8.582908630E0,3.602718735E1,-9.951965332E0,3.834926548E1
9.426659292E0,8.582908630E0,3.602718735E1,-9.951965332E0,3.834926548E1
9.436669292E0,8.685157776E0,3.637127686E1,-9.733917236E0,3.864001670E1
9.446678292E0,8.685157776E0,3.637127686E1,-9.733917236E0,3.864001670E1
9.456688292E0,8.915962219E0,3.621005249E1,-9.870391846E0,3.857572966E1
9.466667292E0,8.915962219E0,3.621005249E1,-9.870391846E0,3.857572966E1
9.476677292E0,9.174293518E0,3.653192139E1,-9.463073730E0,3.883682153E1
9.486687292E0,9.174293518E0,3.653192139E1,-9.463073730E0,3.883682153E1
9.496697292E0,9.021774292E0,3.669840240E1,-9.119415283E0,3.887581363E1
9.506706292E0,9.021774292E0,3.669840240E1,-9.119415283E0,3.887581363E1
9.516716292E0,9.033523560E0,3.694653320E1,-9.282653809E0,3.915122636E1
9.526726292E0,9.033523560E0,3.694653320E1,-9.282653809E0,3.915122636E1
9.536736292E0,8.832649231E0,3.629972458E1,-9.505340576E0,3.854915299E1
9.546746292E0,8.832649231E0,3.629972458E1,-9.505340576E0,3.854915299E1
9.556725292E0,8.771080017E0,3.655773544E1,-9.689941406E0,3.882389509E1
9.566735292E0,8.771080017E0,3.655773544E1,-9.689941406E0,3.882389509E1
9.576744292E0,8.631050110E0,3.620598984E1,-9.692413330E0,3.846182006E1
9.586754292E0,8.631050110E0,3.620598984E1,-9.692413330E0,3.846182006E1
9.596764292E0,9.772949219E-1,2.839288330E1,-1.569885254E1,3.245866446E1
9.606774292E0,9.772949219E-1,2.839288330E1,-1.569885254E1,3.245866446E1
9.616783292E0,-2.188323975E0,2.544693756E1,-1.740756226E1,3.090887602E1
9.626793292E0,-2.338890076E0,2.531365204E1,-1.760876465E1,3.092442366E1
9.636803292E0,-2.338890076E0,2.531365204E1,-1.760876465E1,3.092442366E1
9.646782292E0,-2.654125214E0,2.457534027E1,-1.780169678E1,3.046132200E1
9.656792292E0,-2.654125214E0,2.457534027E1,-1.780169678E1,3.046132200E1
9.666802292E0,-2.815265656E0,2.443528748E1,-1.780987549E1,3.036775691E1
9.676811292E0,-2.815265656E0,2.443528748E1,-1.780987549E1,3.036775691E1
9.686821292E0,-2.800708771E0,2.451092529E1,-1.801373291E1,3.054707845E1
9.696831292E0,-2.800708771E0,2.451092529E1,-1.801373291E1,3.054707845E1
9.706841292E0,-2.756721497E0,2.443739319E1,-1.759680176E1,3.023959542E1
9.716850292E0,-2.756721497E0,2.443739319E1,-1.759680176E1,3.023959542E1
9.726860292E0,-2.380310059E0,2.509203339E1,-1.754547119E1,3.071025195E1
9.736840292E0,-2.380310059E0,2.509203339E1,-1.754547119E1,3.071025195E1
9.746849292E0,-2.460876465E0,2.502350235E1,-1.753012085E1,3.065186324E1
9.756859292E0,-2.460876465E0,2.502350235E1,-1.753012085E1,3.065186324E1
9.766869292E0,-2.154563904E0,2.474617004E1,-1.748971558E1,3.037935530E1
9.776879292E0,-2.154563904E0,2.474617004E1,-1.748971558E1,3.037935530E1
9.786888292E0,7.786849976E0,3.527108002E1,-1.038726807E1,3.758429800E1
9.796898292E0,7.786849976E0,3.527108002E1,-1.038726807E1,3.758429800E1
9.806908292E0,8.794952393E0,3.592230606E1,-9.734649658E0,3.824299497E1
9.816918292E0,8.794952393E0,3.592230606E1,-9.734649658E0,3.824299497E1
9.826897292E0,8.629928589E0,3.594244385E1,-9.818328857E0,3.824571242E1
9.836907292E0,8.629928589E0,3.594244385E1,-9.818328857E0,3.824571242E1
9.846916292E0,8.931114197E0,3.673217010E1,-9.437316895E0,3.896254704E1
9.856926292E0,8.931114197E0,3.673217010E1,-9.437316895E0,3.896254704E1
9.866936292E0,8.888206482E0,3.663959503E1,-9.423034668E0,3.886198298E1
9.876946292E0,8.888206482E0,3.663959503E1,-9.423034668E0,3.886198298E1
9.886955292E0,9.028396606E0,3.663595200E1,-9.197265625E0,3.883676890E1
